Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CsFG,CsFG+,CsBR,CsTS,CsDZ,CsGR,CsVCFG,CsMIFG,CsSQ,CsVCTS,CsFU,CsRA,CsSN,CsNA,CsBCFG,CsTSRA,CsHZ
1,2010-10-28,46,39,43.0,-4.0,31,38.0,22.0,0.0,619.0,1651.0,NA,0.0,,0.0,0.0,29.43,30.1,13.7,28,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2010-10-28,46,39,43.0,,30,38.0,22.0,0.0,,,NA,,,,0.0,29.49,30.12,14.9,28,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2010-10-29,50,31,41.0,-6.0,27,36.0,24.0,0.0,620.0,1650.0,NA,0.0,,0.0,0.0,29.48,30.24,6.2,24,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2010-10-29,50,33,42.0,,26,36.0,23.0,0.0,,,NA,,,,0.0,29.55,30.25,5.3,24,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2010-10-30,63,42,53.0,7.0,32,42.0,12.0,0.0,622.0,1649.0,NA,0.0,,0.0,0.0,29.14,29.88,6.5,25,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2010-10-30,63,41,52.0,,32,42.0,13.0,0.0,,,NA,,,,0.0,29.21,29.9,6.1,24,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2010-10-31,52,36,44.0,-2.0,30,38.0,21.0,0.0,623.0,1647.0,NA,0.0,,0.0,0.0,29.49,30.2,5.8,1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2010-10-31,52,39,46.0,,31,40.0,19.0,0.0,,,NA,,,,0.0,29.55,30.2,9.0,3,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-01,63,47,55.0,2.0,37,47.0,10.0,0.0,448.0,1849.0,NA,0.0,,0.0,0.0,29.26,29.95,11.4,26,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-01,64,52,58.0,,37,48.0,7.0,0.0,,,NA,,,,0.0,29.32,29.94,11.2,26,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-02,59,42,51.0,-3.0,31,42.0,14.0,0.0,447.0,1850.0,NA,0.0,,0.0,0.0,29.46,30.17,5.3,36,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-02,60,43,52.0,,31,42.0,13.0,0.0,,,NA,,,,0.0,29.52,30.16,4.6,36,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-03,50,37,44.0,-10.0,31,38.0,21.0,0.0,446.0,1851.0,RA,0.0,,0.0,0.0,29.5,30.23,6.7,3,7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-03,51,38,45.0,,30,38.0,20.0,0.0,,,DZ,,,,0.0,29.56,30.23,8.2,2,8.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2011-05-04,59,37,48.0,-6.0,29,40.0,17.0,0.0,444.0,1852.0,NA,0.0,,0.0,0.0,29.63,30.37,4.6,3,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-04,57,37,47.0,,29,40.0,18.0,0.0,,,NA,,,,0.0,29.7,30.37,4.9,3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-05,63,35,49.0,-6.0,40,46.0,16.0,0.0,443.0,1853.0,RA BR,0.0,,0.0,0.06,29.33,30.12,10.9,20,11.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-05,62,41,52.0,,39,46.0,13.0,0.0,,,RA,,,,0.1,29.4,30.13,10.4,19,10.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-05-06,68,44,56.0,1.0,39,48.0,9.0,0.0,442.0,1855.0,RA,0.0,,0.0,0.0,29.11,29.87,6.8,28,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-06,69,45,57.0,,39,49.0,8.0,0.0,,,BR,,,,0.0,29.18,29.87,7.9,27,9.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2011-05-07,60,43,52.0,-3.0,44,48.0,13.0,0.0,441.0,1856.0,NA,0.0,,0.0,0.0,29.13,29.85,5.1,5,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-07,60,46,53.0,,46,50.0,12.0,0.0,,,NA,,,,0.0,29.18,29.84,5.3,5,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-08,68,39,54.0,-2.0,43,49.0,11.0,0.0,439.0,1857.0,NA,0.0,,0.0,0.0,29.27,29.98,6.6,6,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-08,68,44,56.0,,44,50.0,9.0,0.0,,,NA,,,,0.0,29.33,29.97,6.9,6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-09,73,47,60.0,4.0,45,53.0,5.0,0.0,438.0,1858.0,RA,0.0,,0.0,0.0,29.15,29.89,14.3,11,14.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-09,74,51,63.0,,46,55.0,2.0,0.0,,,NA,,,,0.0,29.21,29.89,15.3,12,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-10,90,62,76.0,20.0,61,66.0,0.0,11.0,437.0,1859.0,NA,0.0,,0.0,0.0,29.0,29.72,6.2,14,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-10,91,64,78.0,,60,66.0,0.0,13.0,,,HZ,,,,0.0,29.06,29.71,7.3,17,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2011-05-11,87,63,75.0,18.0,66,68.0,0.0,10.0,436.0,1860.0,TS TSRA BR HZ,0.0,,0.0,0.13,29.1,29.8,3.5,14,6.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
2,2011-05-11,88,67,78.0,,65,69.0,0.0,13.0,,,BR HZ,,,,0.28,29.16,29.78,4.4,14,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2011-05-12,86,58,72.0,15.0,63,66.0,0.0,7.0,435.0,1901.0,TS TSRA BR,0.0,,0.0,0.29,29.08,29.79,5.6,19,8.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-05-12,87,63,75.0,,61,66.0,0.0,10.0,,,TS BR HZ,,,,0.02,29.13,29.78,4.3,19,7.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2011-05-13,77,47,62.0,4.0,54,56.0,3.0,0.0,434.0,1902.0,RA BR,0.0,,0.0,0.02,29.0,29.73,10.1,3,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-13,77,47,62.0,,54,57.0,3.0,0.0,,,NA,,,,0.01,29.07,29.71,10.5,1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-14,53,45,49.0,-9.0,47,48.0,16.0,0.0,433.0,1903.0,RA BR,0.0,,0.0,0.31,29.01,29.73,16.7,2,16.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-14,51,46,49.0,,46,47.0,16.0,0.0,,,RA DZ BR,,,,0.43,29.05,29.72,17.0,1,17.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-05-15,46,41,44.0,-14.0,36,41.0,21.0,0.0,432.0,1904.0,RA BR,0.0,,0.0,0.31,29.15,29.86,21.4,2,21.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-15,48,42,45.0,,38,42.0,20.0,0.0,,,RA BR,,,,0.37,29.19,29.84,18.8,1,18.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-05-16,52,37,45.0,-14.0,30,40.0,20.0,0.0,431.0,1905.0,NA,0.0,,0.0,0.0,29.28,30.01,13.5,2,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-16,53,40,47.0,,31,40.0,18.0,0.0,,,NA,,,,0.0,29.34,30.01,13.9,1,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-17,60,40,50.0,-9.0,33,43.0,15.0,0.0,430.0,1906.0,NA,0.0,,0.0,0.0,29.21,29.96,12.2,3,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-17,60,40,50.0,,35,44.0,15.0,0.0,,,NA,,,,0.0,29.27,29.95,13.1,2,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-18,57,49,53.0,-7.0,48,49.0,12.0,0.0,429.0,1907.0,RA DZ BR,0.0,,0.0,0.07,29.16,29.89,6.2,2,7.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-18,61,50,56.0,,49,51.0,9.0,0.0,,,RA BR HZ,,,,0.03,29.21,29.88,6.6,1,7.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2011-05-19,72,49,61.0,1.0,53,56.0,4.0,0.0,428.0,1908.0,BR HZ,0.0,,0.0,0.0,29.29,30.0,3.6,2,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2011-05-19,73,50,62.0,,53,55.0,3.0,0.0,,,BR HZ VCFG,,,,0.0,29.36,30.0,3.0,2,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2011-05-20,73,50,62.0,1.0,54,57.0,3.0,0.0,427.0,1909.0,BR,0.0,,0.0,0.0,29.3,30.03,5.5,6,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2011-05-20,72,50,61.0,,53,56.0,4.0,0.0,,,BR,,,,0.0,29.36,30.03,5.4,7,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2011-05-21,75,50,63.0,2.0,59,62.0,2.0,0.0,426.0,1910.0,BR,0.0,,0.0,0.01,29.13,29.87,7.0,15,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2011-05-21,76,51,64.0,,59,62.0,1.0,0.0,,,HZ,,,,0.0,29.2,29.87,8.1,15,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2011-05-22,87,61,74.0,13.0,60,64.0,0.0,9.0,425.0,1911.0,TSRA RA BR,0.0,,0.0,0.58,28.95,29.7,10.3,19,11.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-05-22,88,65,77.0,,59,65.0,0.0,12.0,,,TSRA,,,,0.12,29.02,29.69,11.2,18,11.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-05-23,79,60,70.0,9.0,59,64.0,0.0,5.0,425.0,1912.0,NA,0.0,,0.0,0.0,28.92,29.62,10.0,25,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-23,80,65,73.0,,59,64.0,0.0,8.0,,,NA,,,,0.0,28.98,29.61,11.3,24,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-24,66,47,57.0,-5.0,47,51.0,8.0,0.0,424.0,1913.0,NA,0.0,,0.0,0.11,29.15,29.86,12.0,4,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-24,69,48,59.0,,47,53.0,6.0,0.0,,,NA,,,,0.01,29.21,29.84,11.1,3,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-25,67,47,57.0,-5.0,52,53.0,8.0,0.0,423.0,1914.0,TSRA RA BR,0.0,,0.0,2.24,28.92,29.67,10.7,3,11.7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-05-25,75,49,62.0,,53,55.0,3.0,0.0,,,TSRA RA BR,,,,1.9,28.97,29.65,7.8,3,10.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-05-26,49,43,46.0,-16.0,40,43.0,19.0,0.0,422.0,1915.0,RA BR,0.0,,0.0,1.06,29.15,29.84,17.7,2,17.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-26,50,43,47.0,,40,43.0,18.0,0.0,,,RA BR,,,,0.61,29.19,29.83,18.8,1,18.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-05-27,58,40,49.0,-13.0,41,46.0,16.0,0.0,422.0,1916.0,RA,0.0,,0.0,0.0,29.21,29.93,7.3,5,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-27,58,42,50.0,,41,46.0,15.0,0.0,,,RA,,,,0.01,29.27,29.94,6.6,4,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-05-28,62,51,57.0,-6.0,55,55.0,8.0,0.0,421.0,1916.0,RA BR,0.0,,0.0,0.12,29.1,29.83,6.0,18,6.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-28,64,52,58.0,,55,57.0,7.0,0.0,,,TSRA RA DZ BR HZ,,,,0.23,29.16,29.83,4.4,18,5.8,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2011-05-29,70,52,61.0,-3.0,59,60.0,4.0,0.0,421.0,1917.0,TS RA FG+ FG BR,0.0,,0.0,1.88,29.16,29.86,3.6,11,5.7,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-05-29,72,57,65.0,,60,61.0,0.0,0.0,,,TSRA RA FG+ BR,,,,0.92,29.23,29.86,3.6,11,6.6,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-05-30,88,56,72.0,8.0,65,69.0,0.0,7.0,420.0,1918.0,NA,0.0,,0.0,0.0,29.26,29.97,12.4,20,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-05-30,90,65,78.0,,65,70.0,0.0,13.0,,,NA,,,,0.0,29.33,29.96,11.2,19,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-05-31,85,69,77.0,13.0,64,68.0,0.0,12.0,420.0,1919.0,TS,0.0,,0.0,0.08,29.34,30.04,12.4,22,13.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2011-05-31,88,69,79.0,,65,70.0,0.0,14.0,,,RA,,,,0.0,29.41,30.02,12.4,22,13.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-06-01,81,59,70.0,6.0,49,59.0,0.0,5.0,419.0,1920.0,NA,0.0,,0.0,0.0,29.44,30.17,10.7,27,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-01,82,63,73.0,,49,59.0,0.0,8.0,,,NA,,,,0.0,29.51,30.15,11.5,26,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-02,69,56,63.0,-1.0,44,53.0,2.0,0.0,419.0,1920.0,RA,0.0,,0.0,0.02,29.45,30.19,9.0,6,9.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-06-02,69,57,63.0,,45,53.0,2.0,0.0,,,RA,,,,0.0,29.51,30.18,8.9,6,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-06-03,87,55,71.0,7.0,62,67.0,0.0,6.0,418.0,1921.0,NA,0.0,,0.0,0.01,29.31,30.04,10.8,17,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-03,88,57,73.0,,61,67.0,0.0,8.0,,,RA,,,,0.18,29.37,30.03,10.0,16,10.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-06-04,92,64,78.0,14.0,64,68.0,0.0,13.0,418.0,1922.0,TSRA,0.0,,0.0,0.18,29.31,30.02,1.4,26,8.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-06-04,91,67,79.0,,64,69.0,0.0,14.0,,,NA,,,,0.5,29.38,30.0,3.0,26,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-05,85,60,73.0,8.0,55,62.0,0.0,8.0,417.0,1923.0,NA,0.0,,0.0,0.0,29.36,30.08,3.1,7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-05,84,63,74.0,,55,62.0,0.0,9.0,,,NA,,,,0.01,29.41,30.06,2.7,8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-06,93,60,77.0,11.0,64,69.0,0.0,12.0,417.0,1923.0,NA,0.0,,0.0,0.0,29.15,29.89,8.5,20,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-06,94,62,78.0,,63,69.0,0.0,13.0,,,NA,,,,0.0,29.22,29.88,7.8,20,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-07,96,75,86.0,20.0,65,72.0,0.0,21.0,417.0,1924.0,NA,0.0,,0.0,0.0,29.11,29.82,10.3,23,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-07,96,77,87.0,,64,72.0,0.0,22.0,,,NA,,,,0.0,29.18,29.8,9.7,23,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-08,95,66,81.0,15.0,64,71.0,0.0,16.0,417.0,1925.0,TSRA,0.0,,0.0,0.17,29.13,29.81,11.6,24,13.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-06-08,96,67,82.0,,63,71.0,0.0,17.0,,,TSRA BR,,,,0.69,29.2,29.8,9.3,23,12.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-06-09,69,50,60.0,-6.0,52,55.0,5.0,0.0,416.0,1925.0,TSRA RA BR,0.0,,0.0,0.93,29.28,30.0,8.0,4,12.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-06-09,69,52,61.0,,54,56.0,4.0,0.0,,,TSRA BR,,,,2.17,29.34,29.98,7.0,4,12.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-06-10,69,51,60.0,-7.0,56,57.0,5.0,0.0,416.0,1926.0,RA BR HZ,0.0,,0.0,0.52,29.21,29.94,6.4,3,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2011-06-10,71,51,61.0,,56,58.0,4.0,0.0,,,TS TSRA BR HZ,,,,0.44,29.26,29.92,6.1,1,7.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2011-06-11,62,52,57.0,-10.0,54,55.0,8.0,0.0,416.0,1926.0,RA DZ FG+ FG BR,0.0,,0.0,0.03,29.24,29.95,4.7,5,5.7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-06-11,65,53,59.0,,54,56.0,6.0,0.0,,,TSRA RA DZ BR,,,,0.1,29.29,29.94,5.4,2,5.8,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-06-12,64,50,57.0,-11.0,45,52.0,8.0,0.0,416.0,1927.0,BR,0.0,,0.0,0.0,29.38,30.1,8.3,3,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2011-06-12,64,51,58.0,,45,52.0,7.0,0.0,,,NA,,,,0.0,29.44,30.09,9.4,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-13,72,54,63.0,-5.0,43,53.0,2.0,0.0,416.0,1927.0,NA,0.0,,0.0,0.0,29.39,30.11,7.5,6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-13,71,56,64.0,,43,53.0,1.0,0.0,,,NA,,,,0.0,29.44,30.11,8.0,6,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-14,77,53,65.0,-3.0,49,56.0,0.0,0.0,416.0,1928.0,NA,0.0,,0.0,0.0,29.25,30.01,7.8,9,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-14,77,58,68.0,,49,57.0,0.0,3.0,,,NA,,,,0.0,29.31,30.0,7.8,9,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-15,71,57,64.0,-4.0,59,61.0,1.0,0.0,416.0,1928.0,TSRA RA BR,0.0,,0.0,0.8,29.0,29.73,9.2,15,11.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-06-15,72,57,65.0,,59,62.0,0.0,0.0,,,TSRA RA BR,,,,0.84,29.07,29.73,8.4,16,11.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-06-16,81,61,71.0,2.0,59,63.0,0.0,6.0,416.0,1929.0,RA BR,0.0,,0.0,0.04,29.05,29.76,5.5,29,7.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-06-16,81,62,72.0,,59,63.0,0.0,7.0,,,RA BR,,,,0.03,29.12,29.75,6.6,26,9.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-06-17,82,60,71.0,2.0,60,64.0,0.0,6.0,416.0,1929.0,NA,0.0,,0.0,0.0,29.13,29.83,5.8,6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-17,82,64,73.0,,60,65.0,0.0,8.0,,,NA,,,,0.0,29.18,29.81,5.3,7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-18,84,61,73.0,3.0,62,65.0,0.0,8.0,416.0,1929.0,NA,0.0,,0.0,0.0,29.1,29.82,4.6,6,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-18,83,63,73.0,,62,66.0,0.0,8.0,,,NA,,,,0.0,29.16,29.8,4.5,8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-19,81,63,72.0,2.0,65,68.0,0.0,7.0,416.0,1930.0,NA,0.0,,0.0,0.0,29.03,29.75,4.1,11,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-19,83,65,74.0,,65,69.0,0.0,9.0,,,BR,,,,0.0,29.08,29.73,3.7,14,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2011-06-20,79,65,72.0,2.0,67,69.0,0.0,7.0,416.0,1930.0,TSRA RA BR,0.0,,0.0,0.18,29.01,29.72,6.2,16,8.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2011-06-20,80,69,75.0,,67,69.0,0.0,10.0,,,TSRA BR,,,,1.23,29.07,29.7,8.0,16,9.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-06-21,89,66,78.0,8.0,70,72.0,0.0,13.0,416.0,1930.0,RA BR SQ,0.0,,0.0,0.45,28.92,29.64,11.5,18,12.1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,2011-06-21,89,69,79.0,,70,73.0,0.0,14.0,,,TSRA RA BR,,,,0.08,28.98,29.63,11.0,18,11.8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2011-06-22,73,64,69.0,-1.0,63,65.0,0.0,4.0,417.0,1931.0,RA,0.0,,0.0,0.02,28.89,29.59,12.6,21,13.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-06-22,75,66,71.0,,62,65.0,0.0,6.0,,,NA,,,,0.02,28.95,29.59,12.9,21,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-23,71,62,67.0,-3.0,59,62.0,0.0,2.0,417.0,1931.0,RA BR,0.0,,0.0,0.01,28.9,29.6,11.4,26,12.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2011-06-23,72,63,68.0,,60,63.0,0.0,3.0,,,RA BR,,,,0.05,28.96,29.6,12.6,26,13.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-06-24,68,60,64.0,-7.0,56,59.0,1.0,0.0,417.0,1931.0,NA,0.0,,0.0,0.0,29.08,29.76,9.4,29,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-24,68,60,64.0,,55,59.0,1.0,0.0,,,NA,,,,0.0,29.13,29.76,8.5,29,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-25,79,58,69.0,-2.0,53,60.0,0.0,4.0,417.0,1931.0,NA,0.0,,0.0,0.0,29.21,29.92,2.5,10,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-25,78,61,70.0,,52,60.0,0.0,5.0,,,RA,,,,0.0,29.28,29.91,3.9,9,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-06-26,81,57,69.0,-2.0,53,60.0,0.0,4.0,418.0,1931.0,NA,0.0,,0.0,0.0,29.23,29.94,5.8,9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-26,80,64,72.0,,53,61.0,0.0,7.0,,,NA,,,,0.0,29.28,29.93,6.5,9,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-27,81,65,73.0,2.0,63,67.0,0.0,8.0,418.0,1931.0,RA HZ,0.0,,0.0,0.03,29.08,29.8,6.9,21,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2011-06-27,80,67,74.0,,64,67.0,0.0,9.0,,,RA BR,,,,0.14,29.15,29.79,6.4,21,9.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2011-06-28,81,63,72.0,1.0,54,61.0,0.0,7.0,419.0,1931.0,NA,0.0,,0.0,0.0,29.28,29.98,9.1,30,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-28,81,65,73.0,,53,61.0,0.0,8.0,,,NA,,,,0.0,29.34,29.97,7.2,30,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-29,81,59,70.0,-1.0,56,62.0,0.0,5.0,419.0,1931.0,NA,0.0,,0.0,0.0,29.35,30.06,3.7,8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-29,80,63,72.0,,55,62.0,0.0,7.0,,,NA,,,,0.0,29.41,30.04,3.9,8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2011-06-30,88,60,74.0,2.0,62,67.0,0.0,9.0,419.0,1931.0,NA,0.0,,0.0,0.0,29.28,30.0,8.2,17,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2011-06-30,89,66,78.0,,61,67.0,0.0,13.0,,,TS TSRA RA VCTS,,,,0.03,29.34,29.99,9.2,16,10.6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
