company,review_header,rating,pro,con,date_author
Fast Retailing,Good Company,5.0,"Good company benefits, salaey and carreer growth",Long hours duty work like balance is 50/50,10 Jun 2022 - Sales Associate
Fast Retailing,Great company,5.0,"Wonderful organization 
Cares about its employees
Work life balance 
Great benefits
Career Growth Opportunities",There aren't any I can think of.,2 Jun 2022 - Senior Accounts Payable Specialist
Fast Retailing,Fast paced retail experience,3.0,Great for building personal growth.,Can get really stressful sometimes,16 Jun 2022 - Advance Associate
Fast Retailing,Good for Fresh Graduates,3.0,"— Good salary starting rate for fresh graduates
— Clear vertical mobility plan","— Upper management is very detached from reality of store operations
— Grossly underpaid compared to international counterparts, meaning you are putting in the same work as they are, but are paid much lower",7 Jun 2022 - Uniqlo Manager Candidate
Fast Retailing,Too much of Japanese culture,5.0,Good office. Well known banner. Wealthy leadership. Stable revenue.,Need of Japanese language skills to grow.,21 May 2022 - Anonymous Employee
Fast Retailing,"Good work environment, decent salary but ….",4.0,"Good bonus and pay for fresher and mid career.
Global environment and exposure to latest technologies.
Flexible working system.","Office location, daily commute is little inconvenient. better to prefer Work from home which company offers.

No fixed increment, pay increase only if you promoted to next grade which is little tough.

Higher management and executives prefer Japanese though they call it’s global company.",21 May 2022 - Senior Software Engineer
Fast Retailing,TSIM SHA TSUI,3.0,Good working environment and nice collegues.,Poor salary and always OT,31 May 2022 - Sales
Fast Retailing,Salary,4.0,Global network and bonuses are given.,Low salary and low work life balance,15 May 2022 - Assistant Accounting Manager
Fast Retailing,Fast Retailing Philippines Inc(UNIQLO) is the best and im happy because im a part of it .,4.0,"i think the best to work is here is training , learn , and all staff and our manager was friendly . the salary is also good . i resign only because of pandemic because i have one child i dont want my son is to infected because of me. Because Uniqlo are always many customers",patience and the covid 19,9 May 2022 - 
Fast Retailing,sales,4.0,"Good working environment!
Having employee discount!",Always work in night shift!,29 Apr 2022 - Anonymous Employee
Fast Retailing,sucks,1.0,none of it is good,very bad at human management,25 May 2022 - --None--
Fast Retailing,A Company that offers growth,5.0,Focused on developing its members,Lacks employees perspective at times,12 Apr 2022 - Store Manager
Fast Retailing,Best company to learn retail,4.0,They offer promotion if you deserve it,Lot of task everyday given by management,10 Apr 2022 - Store Associate
Fast Retailing,Bad work place,2.0,"Money is OK, and stock option","Culture is crucial, devastating environment",20 Apr 2022 - PRODUCTION MERCHANDISER
Fast Retailing,Good Company to Growth,5.0,"Good Salary
Good Benefit
Good work life balance
Global Career Opportunity",As a nature of multinational company. Sometimes you will feel a bit stagnancy if you work not in the main country,22 Mar 2022 - Senior Associate
Fast Retailing,Bad management,2.0,"Employee benefits, 401k matching, employee discounts","Poor management, little to no communication between upper management and employees. No employee culture",3 Apr 2022 - Sales Operations Manager
Fast Retailing,"Flexible Working Style, Slow on Growth",4.0,"1) Can change teams and technology easily
2) Managers try to accommodate all needs
3) Work is of Global Scale","1) Benefits other than salary are negligible 
2) Number of holidays is less compared to others
3) Promotion and Growth is slow",17 Mar 2022 - Software Developer
Fast Retailing,Digital Transformation,4.0,"- As a IT member, you are pretty free in terms of working style
- Remote work is possible (only in JP area I believe)
- Engineers are encouraged to propose new ideas
- Global environment","- Top-down management (company-wide)
- Salary is not as competitive as US IT companies
- Inhouse development is still on its way",12 Mar 2022 - Software Engineer
Fast Retailing,Overall Great Company with True Grit,4.0,"-They will teach you a great work ethic
-Top Management (especially those of Asian descent) tends to lead by example
-Highest pay in comparison to similar companies 
-You will learn a lot about running a business by working in this environment","-Some managers are very rude and arrogant, especially in mid and junior level. They tend to breed a culture of favoritism, something which seems to go unnoticed by senior management.",10 Mar 2022 - Retail Sales Associate
Fast Retailing,Good but you need Japanese,3.0,Its good company to learn about Apparel,Need japanese to advance further level in company,23 Mar 2022 - Production Assistant
Fast Retailing,OK,3.0,"High salary
Clean office
Work time flexibility","Competitive
Lack of Human Resources 
Inconvenient office location",11 Mar 2022 - Human Resources Business Partner HRBP
Fast Retailing,Interesting company,3.0,"Fun, good people. Teams usually worked well together.",Office warehouse environment. Parking can be limited.,28 Feb 2022 - Anonymous Employee
Fast Retailing,"Fast paced challenging environment, with lot of room for growth",4.0,Never lack of new task or projects,"Super fast speed , a bit chaotic at times",5 Feb 2022 - Engineering Manager
Fast Retailing,turnover rate is too high,1.0,very famous company in Japan,"developers are not evaluated based on developer skill. 
too many consultants, middle management, and unreasonable pivots",4 Mar 2022 - Software Engineer
Fast Retailing,Nothing,4.0,"Not so logical, double ửok",Nothing to comment abt the,10 Jan 2022 - Production Supervisor
Fast Retailing,Very typical Japanese traditional comapny,1.0,No or very low chance of being fired for poor performance.,Lack of opportunities for growth,29 Jan 2022 - Senior Data Scientist
Fast Retailing,Personal growth but though working environment,2.0,Mental personal growth at work,though working environment to stay,1 Jan 2022 - Deputy Manager
Fast Retailing,Literally Fast,3.0,"1. Good starting salary for fresh grads once regularized
2. Good benefits and bonuses
3. Keen on training everyone","1. Growth and promotion will really depend on your store manager/area manager
2. Paid but heavy OT on holidays. Sometimes, forced (aka ""planned"") OT
3. Tapping out on time feels like a sin
4. Not enough pay for the work you do. Even in busy seasons, they just expect you to be faster/more efficient instead of adding personnel. Store sales are too high compared to the staff assigned",26 Dec 2021 - UNIQLO Manager Candidate (UMC)
Fast Retailing,Accountant,3.0,Fast pace changing and experience in wider and flexible scope,Higher turnovers/ no solid operation,25 Dec 2021 - Finance Manager
Fast Retailing,Uniqlo,4.0,"Good working environment, above minimum pay, good performance can give you a slot in promotion,","Some tenured staff are lazy, peak seasons have mandatory overtime, management varies, some good some bad",1 Dec 2021 - Cashier/Store Associate
Fast Retailing,Okay,2.0,it’s a big company so you can learn a lot.,There’s a gap between headquarters and stores,25 Nov 2021 - PLST Supervisor
Fast Retailing,traditional Japanese company,2.0,huge budget and positive to make new challenge as company.,"many reviews and step to got approval to make something step forward.
motivating oneself is the biggest challenge to perform well even for someone who has good sense of business and idea to change the business.",4 Nov 2021 - Project Manager
Fast Retailing,Work Review,2.0,Fairly competitive compensation for the industry,"Work not commensurate to pay
Unclear evaluations",31 Oct 2021 - Visual Merchandising Manager
Fast Retailing,"Its okay, could be better",3.0,"Good colleagues.
Work is interesting at times",Promotion and salary is pretty bad.,21 Oct 2021 - Software Engineer
Fast Retailing,Fast.,3.0,You could gain a lot of experience,workload is high and so sudden,14 Oct 2021 - Assistant Store Manager
Fast Retailing,customer service,3.0,flexible scheduling and availability for employees,stressful and can be physically demanding,12 Oct 2021 - SalesAssociate
Fast Retailing,Great place to work in however needs some work in people and work culture,4.0,Great hours and career advancement.,No P&P or compartmentalization of department responsibilities.,18 Sept 2021 - Compliance Analyst
Fast Retailing,Typical traditional big company,1.0,"1. Competitive salary
2. Globally growing company.","System development or analysis practices are outsourced, so you can't improve your skills.",22 Oct 2021 - Data Analyst
Fast Retailing,Nice,5.0,"Nice quality
Efficient 
Sustainable 
Trendy
Fashion
Eco friendly","Challenging 
Team spirit 
Good culture",8 Sept 2021 - Production Manager
Fast Retailing,UMC Position,3.0,"Salary is okay, there are also sales incentives when quota is reached",Work is very demanding since it is retail. It can be a bit fast-paced and repetitive.,20 Sept 2021 - Manager Candidate
Fast Retailing,Great learning experience,4.0,"Able to manager your own team within the first 6 months
Performance bonus 2x a year
Steep learning curve","Salary is not as competitive compared to other big companies
Hours are long and you need to be flexible with your schedule
Career advancement can take time",23 Aug 2021 - Assistant Manager
Feathr,"Feathr: Flexible, Inclusive, Authentic",5.0,"Having worked at and kept up with Feathr for a few years now, I'm continually impressed with the responsiveness from the leadership team. For example, extending 4 day workweeks in response to covid, positioning DEI as a priority, leaning into remote and flexible work, and just being generally empathetic towards flock members.

With all those perks in mind, what really keeps me at Feathr is the informal culture. I'm not worried about being perceived as ""professional"" because of how I dress, how I look, or how I talk. I'm trusted as a professional based on my skills and performance, so I feel like I can be my genuine self at work without judgement.","Feathr is a growing company, and I mean GROWING. So things often change quickly and resources can be tight at times. Not for the faint of heart, but a great gig for folks that like making a meaningful impact through their work contributions.",16 Jun 2022 - Anonymous Employee
Feathr,Amazing place to work,5.0,"Incredible work-life balance, casual culture that encourages learning and growth, and truly an amazing group of people to work alongside.","Startups always have their challenges, sometimes growth is fast paced and comes with growing pains.",9 May 2022 - Customer Success
Feathr,All the Rumors Are True,5.0,"Feathr is really that awesome! The team is made of of smart, eclectic, kind people who work hard (and get to experience the future of work now with a four-day workweek) and the product is outstanding and continuously improving. In addition to solid benefits and a lot of flexibility, there is real support to help all ""Feathren"" learn, grow, and feel accepted and appreciated. Management is open, honest, and actually welcomes actual feedback and ideas.","I have found Feathr to be a great fit for my working style and it lives up to everything I hoped working for a fast-growing SaaS company would be. The only downside is that, at the moment, Feathr is not hiring people who are located outside of Florida or the US, so many friends who want to join me and work at Feathr are currently disappointed.",10 May 2022 - Senior Account Executive
Feathr,Best Company I've Ever Worked For,5.0,"Honestly, when I was interviewing for Feathr it was too hard to believe all the hype but now that I've been here for almost 6 months I am here to tell you its all true. I have never worked somewhere where they put you and your family before the company and money. Unlimited sick days, off EVERY Friday, 10 vacation days, and a big winter break. Amazing benefits but an even better team.","It's hard to come up with something bad. Being a sales person it can sometimes be hard seeing your coworkers completing kicking butt and it taking you a bit more time. But you aren't pinned against each other at all, and seeing them succeed honestly just pushes you more. Sooo not sure this is a con at all.",14 Apr 2022 - Senior Account Executive
Feathr,Great company to work for,5.0,A very understanding company culture full of self starters. Good benefits. 4 day workweek.,Some customers aren't always a great fit.,14 Apr 2022 - Senior Digital Campaign Manager
Feathr,Worst job ever,1.0,Good snacks and a bevi water cooler,"Everything else. 

This company was started by/run by two morons who have way too much confidence. They and the company are mediocre at best.",16 May 2022 - Marketing Director
Feathr,I feel like every other company out there could be this nice and they just don't want to - Feathr is a happy place,5.0,"4 day workweek, a culture of honesty, patience and growth, dogs in the office.",Very unique skill set required,31 Mar 2022 - Campaign Manager
Feathr,Best Company I've Ever Worked For!,5.0,"Feathr genuinely cares about employees first. They are everything a SaaS company should be (goal driven, growing, high-risk, high reward).","None. This is the best company I have ever worked for. 

Disclaimer: I was not coerced to say this.",24 Mar 2022 - Senior Account Executive
Feathr,A breath of fresh air,5.0,"4 day work week, Summer Break, Winter Break, 99% health insurance is paid. Work from home 3 out of 4 days of the week",Office is FREEZING. Snacks could use an upgrade but over not much for a negative.,24 Mar 2022 - Customer Success Manager
Feathr,Amazing,5.0,"The best things about Feathr are the 4-day work week, and the awesome pay and benefits. I have an amazing work/life balance and I never have to worry about money. On top of that the environment is very laid back and supportive.","Still a small company that is growing. Sometimes there isn't always a standard process in place for certain things. This will obviously solve itself over time, but not a good place for employees who need handholding, written process on certain aspects of your job, or full access to an authority figure who will give you answers to your daily problems. This is not an issue for me personally but I know many people don't like the current level of independence that is required.",7 Mar 2022 - Customer Success Manager
Feathr,Don’t Drowned With A Sinking Ship,1.0,There’s opportunity if you know people at the company.,Some of the most inexperienced and demotivating management I’ve ever worked for.,21 Mar 2022 - Sales Development Representative (SDR)
Feathr,Excellent (for Gainesville),5.0,"4 day work week, transparent leadership, growth potential, great healthcare/dental, generous PTO","Perks are supposed to make up for somewhat below average take home pay, hard to use the generous PTO due to large workloads and hefty goals in a rapidly growing company",17 Nov 2021 - Anonymous Employee
Feathr,Fantastic culture and organization,5.0,"This is the most amazing company I've ever worked at. They have a phenomenal culture and truly value their employees and invest in them. Also, as a sales rep, you can make darn good money if you're willing to put the effort in (as any top-performing sales rep is), and the cost of living in Gainesville is incredibly low AND it's a great town. Feathr provides great perks and benefits, and is a fantastic place for anyone who's looking to work a a fast-growing SaaS company.","I've read a million reviews on here like this, and now I think I get why I see so many. This company is in HIGH-VELOCITY growth mode, and that isn't for everyone. The pressure is real, the goals are lofty, and that can come with a reasonable amount of stress and anxiety. However, if you show up and put your best effort in every day, you'll have the gratitude of your leadership and you'll achieve success. It's as simple as that.","22 Sept 2021 - Director, AMC and Agency Partnerships"
Feathr,Exhilarating Workplace,5.0,"Feathr is a unique and exciting place to work. Despite being over 100 employees, it still feel very much like a startup, given the aggressive growth targets and rate of change. There are certainly pros and cons to this and it may not be everyone's cup of tea. Personally, I love the creativity, innovation, autonomy, and ability to make impact that this type of environment provides. There is never a boring day and you are able to change the organization in meaningful ways and chart your own path if you take initiative. 

The 4-day work week is fantastic. I can't always fit everything in the 4 days, but I like having an extra flexible bonus day for thinking time or overflow tasks.

Despite the chaos in change-heavy seasons, Feathr always has its employees' backs and seems to make a good faith effort to correct missteps. Given that the staff in 2020 was expected to support doubling revenue, I was surprised when we didn't do a layoff in the pandemic. We definitely didn't hit anything close to our goals, so that must have been a difficult (& admirable!) business decision to retain the full team.

Feathr is now hitting its goals and I'm eager to see what that means over the next year.","Roles & responsibilities are not always predictable. Company-wide and cross-dept communication is not always clear. Constantly learning and embracing new skills/processes/industry knowledge/intense growth targets based on recent signals or learnings is expected for most roles. For some personality types, that may sound exhausting and it certainly can be. 

Practicality > Perfection is a core company value which sometimes bleeds into rushing or compromising quality of work. Feathr emphasizes getting a first draft out and then iterating based on real feedback. This can be a difficult adjustment for folks who tend towards more patient working styles and prefer to take more time polishing a first draft to get an initial version ""right."" 

I think most of the cons are inextricably linked with the pros and my acceptance of that has improved my experience at Feathr.",6 Aug 2021 - Anonymous Employee
Feathr,Perfectly imperfect + 4 day work week,5.0,"Strong values, clear communication from leadership",often changes direction which can be hard for some but the reasons are shared and up for discussion,28 Jul 2021 - Sales
Feathr,Gainesville-based Tech Company with awesome benefits,4.0,"Amazing benefits - office snacks, health insurance, work from home flexibility (non-full time)
4 day work week!!","Staying in-office full time is really the only downside here, but I suspect that will change in the future!",5 Aug 2021 - Customer Success Manager
Feathr,Best Place I've Ever Worked,5.0,"Feathr is hands down the best placed I've worked. I feel that the bar has been set so high that it will be hard to match this workplace experience with future employers. There is an incredible amount of trust, respect, and care that Feathr gives to its employees. Feathr works incredibly hard to ensure that its staff is happy - whether that means being a dog-friendly office, giving employees paid Fridays off, providing employees with all supplies and food they need to be comfortable while at the office, or making growth trajectories accessible for any given employee looking to grow. I have had the opportunity to try out a variety of different role types - between leadership and being an individual contributor - to help me understand how and why I work best, and to build my resume. Feathr has been a foundational place in allowing me to grow professionally and personally in a safe space, where I am encouraged to be my best self through actions of kindness, respect, and care from the fellow team and management. It's companies like Feathr that are creating a movement for higher standards for workplace environment and work-life balance. I am thankful for my time at Feathr, in that I feel more empowered in my career and ongoing professional path than ever before.","This is a high growth startup. This company is a good fit for someone who is adaptable, or even excited to be a part of a growing and ever-evolving company. This may not be a good fit for someone who wants set-in-stone processes and workflows.",20 Jul 2021 - Digital Marketer
Feathr,"Amazing product, fun team to work with.",5.0,"Product is first rate, not many competitors in the space. Leadership team has their heart in the right place, genuinely tries to do right by the team.",Like many companies . . . a work in progress.,9 Jul 2021 - Senior Account Director
Feathr,Well-meaning but mismanaged,2.0,"You can't deny the benefits at Feathr are spectacular, and they were relatively accommodating and understanding in 2020 when pay and hours were cut.","Management lacks proper training, attention, and accountability. While Feathr is perpetually preoccupied with software updates, unending efficiency hacks, and appearing culturally stable and cool, they seem to forget basic workplace concepts like personal boundaries and proper accountability at the top.

My experience at Feathr was rocky at best. My team was overworked and underdeveloped, and in the end I was ""accidentally"" fired for under-performing with no official warnings or communication from management that it was happening. I was open and transparent about my displeasure it in the work (some they encourage), and was told for months they would find other opportunities in the company for me, as long as I was loyal to them... so I stayed. Only to receive a message at 5PM in Teams from HR out of blue, telling me when my last day would be and severance details.

There was quick backtracking and apologizing - citing that there was miscommunication between management and HR. I was told that this experience was a ""good lesson"" for them. And that they couldn't follow-through with offering me a different position because they were on a ""hiring freeze"" - which was interesting as the team I was on had hired 3 new people during that time. I was upset and angry, and felt totally lied to. They quickly swept the entire situation under the rug, and I heard things like I ""wasn't a good fit."" The director of the department never reached out to me, and the well intentioned, yet inexperienced manager (unfairly) took the brunt of the blame.",22 Apr 2021 - Digital Campaign Manager
Feathr,Bad Management,2.0,"Good salary, good benefits, nice people.","Bad management, unclear vision for departments and company",28 Dec 2020 - Sales Development Representative (SDR)
Feathr,can make decent commission,5.0,commission can be possible hard with covid,covid has cancelled events so there is less opportunity,19 Aug 2020 - Inbound Specialist
Feathr,Company with values,5.0,"Fair pay, benefits, people first.
Leadership and HR strive to follow the company's value in decisions and it shows","only located in Gainesville, wish there were other offices",22 Jul 2020 - Management
Feathr,Lots of Growing Pains,3.0,"-dog friendly office
-mostly wonderful people to work with
-collaborative teams/departments
-great location downtown
-flexible hours (you can leave for a doctor appointment and not need to take PTO), work from home Wednesdays","Management/Leadership seems to have lost its way; it's unclear who or what is steering the ship. The CEO appears to make decisions that affect everyone, yet doesn't communicate those changes until it's too late and have already caused problems. People have been put in positions that don't make sense as to how/why they benefit the company, and there's lots of nepotism/cronyism. We were supposed to get funding in April 2019 and it's now December 2019- still no funding. People's bonuses are being delayed because we don't have the cash flow to pay them. It's very frustrating because we're told to ""keep waiting, be patient"" until funding comes in, but it makes for a very stressful work environment, not knowing if you'll be paid on time.",11 Dec 2019 - Customer Success Manager
Feathr,Culture First Pays Dividends,5.0,"Amazing emphasis on culture from the top down makes being an employee an awesome experience, where you're respected and heard. Highly recommend it! I've never felt better going to work.",Fast-paced environment may be hectic for people who want more stability,21 Nov 2019 - Sales Development Representative
Feathr,Great place to learn and grow,5.0,"Highly collaborative, highly autonomous, flexible place to work.
Great workplace culture
Excellent benefits and perks offered
Fantastic place to grow via on-the-job experience; good opportunities to move around within the company if the hunger to do so is there.","LOTS of change management - not necessarily a con, more so an expected norm in a startup environment; if you like innovation and shaking things up, and creative problem solving this will be great for you. If stability and consistency are your thing, this will likely be a challenge to you.",28 Oct 2019 - Anonymous Employee
Feathr,Feathr <3,4.0,"This is an amazing group of people who bring me joy to come into work. The culture is so important and as a company, we all contribute to making it a place we love. 

Everyone, including those at the top, is open to feedback and to hear from you.

This continues to be and will always be my second family. I came in knowing very little about working in technology or in a startup, but I was given an opportunity to grow and cultivate myself into a leader with a voice that has been heard time and time again.","- Growth is limited, depending on your role
- Management needs support and guidance
- Growing pains, the life of a startup",11 Mar 2019 - Anonymous Employee
Feathr,Feathr Review,5.0,The team environment is amazing. There's people who constantly want you to learn and so much opportunity for growth. It feels very much like a family here.,"Because the company is still relatively new, not every process is set in stone and there's still a lot of things that we're figuring out. This can be exciting though, if you've got the willingness to learn.",18 Dec 2018 - Anonymous Employee
Feathr,But really it's pretty awesome,5.0,"An environment of growth and teamwork, merit-based promotion, access to great leadership, focus on work/life integration","Startup issues like long work hours and the requirement to always improve systems, meaning systems aren't always in place",18 Dec 2018 - Anonymous Employee
Feathr,They invest in you,5.0,"The culture is very positive.  Everyone shows up to work committed to doing their best with zero office politics. The biggest ""pro"" for me is the leadership team's willingness to fully commit and invest in my personal and professional  development. Feathr has the perfect combination of young /inspired  founders and department heads with decades of experience. I enjoy coming here every day.",Can't think of one.,18 Dec 2018 - Anonymous Employee
Feathr,Amazing + Innovative company!,5.0,"- Innovative product
- Room for constant growth and advancement 
- Great transparency between management and employee
- Company cares about employees. Between ample PTO days, PeerFit membership, half day to go and vote, monthly food trucks and socials.",- Things change every day so you have to be flexible but everyone there to help you adapt.,18 Dec 2018 - Anonymous Employee
Feathr,Hands down best place that I've ever worked,5.0,"- Great culture across all departments - non-competitive at all.
- Access to tools to help you grow in your role i.e. gong, outreach etc
- Always improving Feathr offering and creating products that are needed in the event space.",This doesn't exist at Feathr.,14 Dec 2018 - Account Executive
Feathr,Sales,5.0,Culture is amazing! Product is constantly winning awards and dominating our industry verticals.,They don't exist lol. Good luck trying to find one.,2 Nov 2017 - Sales Development Representative
Feathr,"Great people, great benefits",5.0,"- Fully stocked kitchen
 - Good insurance
 - Work from home as needed
 - Unlimited sick days (no one feels pressured to come in sick, and get everyone else sick)
 - Coworkers are fun, talented, hard-working people you can count on.","Feathr has some of the usual issues a small startup has. We lack structure in some areas. Our code doesn't  have good documentation, diagrams, etc.",24 Jul 2017 - Developer
Feathr,"Benefits, Benefits, Benefits",5.0,"A lot of thought and care has gone into creating and maintaining a positive and healthy culture. Customer satisfaction is high on the company's radar, and a huge part of that comes in the form of the perks (stocked kitchen, free gym classes, bar tab, flexible work hours, 20 days PTO), and benefits (fully paid medical/vision/dental, disability, life insurance).","The company is still growing and establishing procedures, so it can be hectic sometimes and requires a lot of man hours.",20 Jul 2017 - Operations Manager
Feathr,"Great people, culture, and opportunity",5.0,The team is great and everyone is really focused on moving the company forward to help change a stagnating industry. The office environment is awesome and there are lots of opportunities to socialize and enjoy the college-town perks.,"It's a startup so the days are long and it can be a little hectic at times, but management is a group of very smart people working to always do things better - and it's working.",3 Jul 2017 - Anonymous Employee
Formedix,Formedix is an exciting place to work,5.0,"- It's an exciting industry to work in! Worth mentioning that their software has been used in COVID-19 clinical trials.
 - The 4-day working week makes a BIG difference to your work/life balance. 
 - Friendly and approachable staff, I've found everyone willing to help.
 - Openness and transparency is very much encouraged and you are regularly informed of business developments.
 - Staff are passionate about what they do and are keen to deliver for customers.","To be fair, in the last year; Formedix has launched a new SaaS product, switched to hybrid working, and undergone a lot of recruitment. However, improvements could be made to the agile process overall (design, development and testing). Although, I'm confident that this will be improved in future.",30 Nov 2021 - Anonymous Employee
Formedix,Fantastic place to work,5.0,"Quality of life improved a lot since I joined Formedix. 
Great job, fantastic manager, amazing perks and quite simply, quality of life.",I have not found any negatives since I started working at Formedix.,29 Nov 2021 - Digital Marketing Executive
Formedix,Great company to work for,5.0,"Great work life balance
Really helpful staff
Part of an exciting forward thinking company
Relaxed office environment
Hardworking team
Friendly and approachable senior management",None - I really enjoyed my time at Formedix,19 Apr 2021 - Solutions Consultant
Formedix,I'm leaving after 3 months,1.0,"4 day, 35 hour weeks for a reasonable salary","Bear in mind, I joined and left during COVID lockdown

- No onboarding process beyond your first day
- No internal HR
- No 1-to-1 check-ins
- No meaningful performance feedback
- No opportunities for relaxed social interaction with colleagues when working remotely
- Tech expertise is mostly within a single, long-standing member of staff. The rest don't have a clue.
- Claim to follow Agile principles but simply do not
- Poor code quality
- No training in the primary development language provided
- No one ever puts their cameras on during tech meetings
- Minimum statutory pension contribution
- The company clearly prioritises marketing itself over actually delivering a quality product and seeing to employee wellbeing

Software devs, you can do much better elsewhere.",16 Apr 2021 - Software Developer
Formedix,Great team and good location,5.0,"There's a load of great people in the company, making it a good atmosphere. Interesting and varied work. Good business prospects and a rapidly evolving/improving core product with a modern technology stack. Great location near transport and amenities. A share options scheme has recently been launched, for anyone that's been in the company more than a year. Twice yearly company-sponsored events (Christmas / summer) and monthly-ish company updates with pizza/beer/wine.","There can be a lot of change due to evolving customer priorities, which can be frustrating for some people.",1 Aug 2019 - Anonymous Employee
Formedix,Great culture and colleagues,4.0,A good work culture with good people. The office is in a great location. No office politics,Sometimes felt a little disconnected with the customer base being based abroad.,9 Aug 2019 - Consultant
Formedix,Formedix is on the up,5.0,"Nice, talented, approachable people to work with that are really helpful. City centre location and flexible hours. Relaxed environment. Regular informative meetings for the whole company with pizza and drinks. Bi yearly celebration outings and other nights out/lunches here and there.",Not much in the way of cons I can think of. Formedix has seen difficulties in the past but lessons learned and a good team is in place.,11 Jun 2019 - Anonymous Employee
Formedix,Good company,5.0,Relaxed atmosphere with a hard working core. Good work/life balance aided by flexible working hours. Transparent management. Monthly company meetings including food/drinks. Relaxed dress code. Christmas/summer events.,Some people may not enjoy the SME culture versus a larger corporation.,31 May 2019 - Anonymous Employee
Formedix,Run by Liars and Cheats,1.0,The hot and cold water machine in the kitchen,"If you enjoy being bullied and undermined every step of the way then this is the company for you.
All the positive reviews have been made by members of the staff who have only started with the company, everyone gets approached to write a good review. It's very difficult to respect someone who writes a glowing review after being with the company for 1 month.
Management appear to be friendly and approachable, but there is very much a two faced attitude.
Advice to team - Watch your backs",27 Jun 2019 - Marketing
Formedix,Great People & Great Culture,5.0,"•	Innovative and forward thinking. The company is adapting well to market demands.
•	Communication between all teams and levels is great. Transparent management who listen to the opinions of everyone
•	Monthly informal presentations where we hear about company progress and exciting things happening across other departments
•	Flexible working hours and share option scheme
•	Working with a modern technology stack
•	Worldwide travel is an option for some
•	Family like atmosphere. I have met great fiends who I’ve worked with for a number of years
•	A good work/life balance encouraged through regular company-wide social events
•	Located in city center close to train and bus stations.",•	With growth comes change. This is being handled well but it’s certainly not an environment for individuals that struggle with change.,17 Apr 2019 - Anonymous Employee
Formedix,A great place to work,5.0,"Friendly, relaxed office atmosphere 
Lovely colleagues & good banter
Good work-life balance - flexible hours & lunch break
Great autonomy and lots of opportunities to try new things
Supportive manager and CEO
Trusted to implement what you think the business needs 
Great social side - monthly office pizza/drinks, summer party + Christmas do
Town centre location is ideal
Progressive, innovative company (investing in staff, new developments)
Can listen to ear phones if you want","Difficult to think of any... it's a pretty quiet office most of the time while people are working, interspersed with some chatter. If you're used to a loud & lively office environment it might not suit you.",21 Feb 2019 - Marketing Manager
Formedix,Full-Time Dev,5.0,"Work life balance
Communication between all levels and teams
Flexitime
They take you out twice a year and pay for it, drinks after work happen often
Shares option available after 1st year","Not many, they offer lower that the average salary, but the company seen nice profits last year and the first thing they did was give all fulltime staff a wage increase

Also the company seems to have a lot of skewed negative reviews, this was down to a few years ago the company hitting a rough patch, they seemed to have learned from their mistakes and got the ball rolling in the right direction",28 Jan 2019 - Business Development Manager
Formedix,Enjoyable place to work - expect to hit the ground running,4.0,"- Great colleagues
- Open office environment
- Always kept busy","- Can sometimes feel unorganised
- Lack of company activities (i.e. team building)",18 May 2018 - Anonymous Employee
Formedix,Would not recommend if you're happy where you are - pay increase not worth it!,2.0,"All very friendly and for the most part approachable, my colleges were the best part of my time at Formedix;
Trusted to get your head down and get on with it;
Incredible work-life balance, really helps to get the most of of people;","Lack of transparency from senior management;
Turned over two development teams in recent years;
Can feel under-rated and unappreciated within the company;
Definite cliques;
Very little (if any) room for progression;
Atmosphere within the company definitely affects morale",25 May 2015 - 
Formedix,Ok not great,3.0,Family like small but not clicky.  I am sure they will get it right soon,"low salaries, management is aloof",15 Jan 2015 - Vice President Sales
Formedix,"Forward thinking, dynamic and fast-moving.",5.0,"The company is very innovative and not only adapts quickly to the market, but sets trends for others to follow. The company culture is very inclusive with employee views and opinions actively encouraged. Internal 'Informedix' sessions on a monthly basis allow for informal learning and interaction between teams, as well as regular social events for all.

There isn't much red tape when you want to try something new and although there are necessary policies and procedures, Formedix is not overly bureaucratic.

We've just moved into great new premises in Glasgow with much improved staff facilities and a bright and pleasant environment to work in. Board members are regularly in the office and are approachable and friendly.","There aren't many to be honest! There is always lots to do, but that isn't always a bad thing. We probably have too many meetings but that's easily fixed.",14 Oct 2013 - Anonymous Employee
Formedix,Great opportunity and lovely place to work,5.0,"A great place to work, staff and management are very friendly. The work is challenging but rewarding. Was given the opportunity to work part-time after a summer internship. The flexible hours are very useful. Other staff members are always there to help whenever you are in need. Management trust you to work towards your deadlines at your own pace. New office is lovely and spacious.","Work can be tough, people always there to help though. I honestly don't have any more cons to working at Formedix.",13 Oct 2013 - Anonymous Employee
Formedix,"Opportunity knocks at this exciting, fast moving company",5.0,"Have developed a very wide range of skills and experience 
Consultancy, Sales and Marketing roles typically come with an opportunity for worldwide travel
Flexible working environment
Regular team building activities
Fresh and bright new offices with showers and employee TV and kitchen area","Work can be challenging, and at times stressful, however support has been given when requested
No overtime payments",11 Oct 2013 - 
Formedix,Varied work and exciting new projects,4.0,"Great teams of people who work well together, new modern office in central location, lots of positive change over the last 12 months to try to make things better for everyone.",A dishwasher would be nice. The lift sometimes breaks down which can be a pain,14 Oct 2013 - Anonymous Employee
Formedix,Overall a great place to work,4.0,"Job's good along with great people to work with, friendly both in and out of work!
Fancy new buildings also a plus!","Kitchen can be a little lacking, the addition of a hob/oven would fix this",11 Oct 2013 - Anonymous Employee
