id,pid,ms subclass,ms zoning,lot frontage,lot area,street,alley,lot shape,land contour,utilities,lot config,land slope,neighborhood,cond 1,cond 2,bldg type,house style,overall qc,overall cond,yr built,yr remod/add,roof style,roof matl,exter 1st,exter 2nd,mas vnr type,exter qc,exter cond,foundation,bsmt qc,bsmt cond,bsmt exposure,bsmtfin type 1,bsmtfin type 2,bsmt unf area,total bsmt area,heating,heating qc,central air,electrical,1st flr area,living area,bsmt full bath,bsmt half bath,full bath,half bath,bedroom abvgr,kitchen abvgr,kitchen qc,totrms abvgrd,functional,fireplaces,fireplace qc,garage type,garage yr blt,garage finish,garage cars,garage area,garage qc,garage cond,paved drive,pool qc,fence,misc feature,mo sold,yr sold,sale type,saleprice,log saleprice,age,total area
1929,535181140,1-Story 1946 & Newer All Styles,RL,70.0,12198,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,5,5,CBlock,5,5,3,3,1,424.0,1204.0,GasA,5,Y,4,1411,1411,0.0,0.0,1,0,3,1,5,7,7,1,5,5,1955.0,2,1.0,310.0,5,5,2,0,0,NA,6,2007,COD,130000,11.77528972943772,52,2925.0
1820,532354010,1-Story 1946 & Newer All Styles,RL,80.0,8480,Pave,NA,3,Lvl,3,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,5,5,CBlock,5,5,1,6,1,340.0,970.0,GasA,5,Y,4,970,970,1.0,0.0,1,0,2,1,5,5,7,0,0,1,1996.0,1,2.0,624.0,5,5,2,0,0,NA,7,2007,WD ,132500,11.794337924408413,44,2564.0
1398,905300020,Split OR Multi-Level,RL,68.0,10200,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,5,7,PConc,7,5,3,5,1,160.0,864.0,GasA,9,Y,4,904,904,0.0,0.0,1,0,3,1,7,5,7,0,0,6,1979.0,1,3.0,912.0,5,5,2,0,3,NA,6,2008,WD ,144000,11.877568578558138,38,2680.0
2177,908152180,Duplex - All Styles And Ages,RL,68.0,9555,Pave,NA,2,Lvl,3,CulDSac,2,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,5,5,Slab,0,0,0,0,0,0.0,0.0,GasA,5,Y,4,1100,2233,0.0,0.0,2,1,5,2,5,11,7,0,0,5,1979.0,3,2.0,579.0,5,7,2,0,0,NA,2,2007,WD ,141000,11.856515169360305,28,2812.0
2144,907227100,1-Story 1946 & Newer All Styles,RL,60.0,7200,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,5,7,CBlock,5,5,1,3,1,0.0,385.0,GasA,7,Y,4,875,875,0.0,0.0,1,0,3,1,7,5,7,0,0,1,1975.0,1,2.0,728.0,5,5,2,0,0,NA,10,2007,WD ,117000,11.669929213779893,35,1988.0
2697,903456090,2 Family Conversion-All Styles And Ages,RM,60.0,6780,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,3,CBlock,5,5,3,6,1,30.0,520.0,GasA,7,N,4,520,754,1.0,0.0,1,0,2,1,5,5,7,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,NA,6,2006,WD ,84500,11.344506813345266,71,1274.0
1403,905401060,1-Story 1946 & Newer All Styles,RL,68.0,53227,Pave,NA,2,Low,3,CulDSac,1,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,5,5,CBlock,7,5,4,4,1,248.0,1364.0,GasA,9,Y,4,1663,1663,1.0,0.0,1,0,2,1,7,6,6,2,7,5,1954.0,3,2.0,529.0,5,5,2,0,0,NA,3,2008,WD ,256000,12.4529327234617,54,3556.0
596,534226120,1-Story 1946 & Newer All Styles,RL,70.0,9100,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,5,5,CBlock,5,5,1,4,3,121.0,925.0,GasA,9,Y,4,925,925,0.0,1.0,1,0,2,1,5,5,7,0,0,1,1965.0,1,1.0,429.0,5,5,2,0,2,NA,7,2009,WD ,117500,11.67419361256635,44,2279.0
922,909276200,1-1/2 Story Finished All Ages,RL,130.0,9600,Pave,NA,2,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,7,7,BrkTil,5,3,1,3,1,300.0,728.0,GasA,9,Y,4,976,1308,1.0,0.0,1,1,2,1,5,7,5,2,5,1,1940.0,1,1.0,256.0,5,5,2,0,0,NA,6,2009,WD ,160000,11.982929094215963,69,2292.0
2065,905201080,1-Story 1946 & Newer All Styles,RL,81.0,14175,Pave,NA,3,Bnk,3,Inside,1,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,5,5,CBlock,5,5,1,3,5,332.0,1240.0,GasA,7,Y,4,1375,1375,1.0,0.0,1,0,3,1,5,6,7,1,7,5,1956.0,1,1.0,323.0,5,5,2,0,0,NA,12,2007,WD ,187000,12.138863895836725,51,2938.0
1710,528166150,2-Story 1946 & Newer,RL,110.0,14277,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,9,5,2,6,1,379.0,1317.0,GasA,9,Y,4,1217,2385,1.0,0.0,2,1,3,1,7,7,7,1,7,5,2003.0,3,3.0,818.0,5,5,2,0,0,NA,1,2007,WD ,350000,12.765688433465597,4,4520.0
1034,527401130,Duplex - All Styles And Ages,RL,60.0,9000,Pave,NA,3,Lvl,3,FR2,2,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,5,5,CBlock,7,5,2,1,1,896.0,896.0,GasA,5,Y,4,896,1792,0.0,0.0,2,2,4,2,5,8,7,0,0,1,1982.0,1,2.0,480.0,5,5,2,0,0,NA,6,2008,WD ,133000,11.79810440720389,34,3168.0
1057,528110110,1-Story 1946 & Newer All Styles,RL,105.0,13693,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,7,5,PConc,9,5,4,6,4,195.0,2418.0,GasA,9,Y,4,2464,2464,1.0,0.0,2,1,4,1,9,9,7,1,9,5,2007.0,3,3.0,650.0,5,5,2,0,0,NA,8,2008,WD ,417500,12.942039823273047,1,5532.0
470,528228295,1-Story PUD (Planned Unit Development) - 1946 & Newer,RL,51.0,3635,Pave,NA,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,7,5,1,5,1,398.0,1386.0,GasA,9,Y,4,1569,1569,0.0,1.0,2,0,1,1,7,7,7,1,5,5,2007.0,2,3.0,660.0,5,5,2,0,0,NA,5,2009,WD ,175900,12.077670930725649,2,3615.0
819,906340100,1-Story 1946 & Newer All Styles,RL,84.0,10933,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,9,5,PConc,9,5,4,6,1,534.0,1555.0,GasA,9,Y,4,1680,1680,1.0,0.0,1,1,1,1,9,8,7,1,7,5,2009.0,3,3.0,1138.0,5,5,2,0,0,NA,7,2009,New,323262,12.686218418914901,0,4373.0
2160,907405130,1-Story 1946 & Newer All Styles,RL,65.0,8450,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,2,6,1,638.0,1337.0,GasA,9,Y,4,1337,1337,1.0,0.0,2,0,3,1,7,6,7,0,0,5,2003.0,2,2.0,531.0,5,5,2,0,0,NA,10,2007,WD ,185000,12.128111104060462,4,3205.0
2552,534430050,1-Story 1945 & Older,RL,60.0,8550,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,5,5,1,4,1,242.0,816.0,GasA,9,Y,4,816,816,1.0,0.0,1,0,2,1,5,4,7,1,3,5,1949.0,1,1.0,240.0,5,5,2,0,3,NA,7,2006,WD ,129800,11.773750083252127,72,1872.0
41,528120100,1-Story 1946 & Newer All Styles,RL,95.0,12182,Pave,NA,3,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,7,5,2,4,1,340.0,1541.0,GasA,9,Y,4,1541,1541,0.0,0.0,2,0,3,1,7,7,7,1,7,5,2005.0,2,2.0,532.0,5,5,2,0,0,NA,5,2010,New,220000,12.301382825334498,5,3614.0
742,903231030,1-1/2 Story Finished All Ages,RM,51.0,6120,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,5,5,BrkTil,5,5,1,1,1,884.0,884.0,GasA,9,Y,4,989,1573,0.0,0.0,1,0,3,1,7,6,7,0,0,1,1935.0,1,1.0,240.0,5,5,2,0,0,NA,7,2009,WD ,133000,11.79810440720389,74,2697.0
686,535454100,1-1/2 Story Finished All Ages,RL,60.0,10800,Pave,NA,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,5,5,1,1,1,832.0,832.0,GasA,5,Y,2,832,1461,0.0,0.0,2,0,4,1,5,6,7,0,0,1,1949.0,1,1.0,384.0,5,5,2,0,0,NA,8,2009,WD ,133500,11.801856756822442,60,2677.0
314,914478110,Duplex - All Styles And Ages,RL,68.0,12760,Pave,NA,2,Lvl,3,Inside,2,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,5,5,CBlock,5,5,1,1,1,1958.0,1958.0,GasA,5,Y,4,2048,2048,0.0,0.0,3,0,5,2,5,9,7,0,0,6,1976.0,1,2.0,776.0,5,5,2,0,0,NA,3,2010,ConLD,170000,12.043553716032399,34,4782.0
1630,527165170,2-Story 1946 & Newer,RL,68.0,7655,Pave,NA,2,Lvl,3,CulDSac,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,5,5,PConc,7,5,1,1,1,903.0,903.0,GasA,7,Y,4,910,1642,0.0,0.0,2,1,3,1,5,7,7,1,5,5,1993.0,2,2.0,392.0,5,5,2,0,0,NA,7,2007,WD ,168000,12.031719258385396,14,2937.0
191,902403070,2-Story 1945 & Older,RM,60.0,10560,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,5,5,CBlock,3,5,1,3,1,455.0,738.0,GasA,9,Y,4,868,1470,0.0,0.0,1,1,2,1,5,6,6,0,0,1,1970.0,1,2.0,624.0,5,5,2,0,0,NA,6,2010,WD ,140750,11.854740546001937,88,2832.0
1626,527162140,2-Story 1946 & Newer,RL,60.0,7500,Pave,NA,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,None,5,5,PConc,7,5,1,1,1,938.0,938.0,GasA,9,Y,4,957,2299,0.0,0.0,3,1,5,1,5,7,7,1,5,5,1999.0,3,2.0,482.0,5,5,2,0,0,NA,8,2007,WD ,204000,12.225875272826354,8,3719.0
59,528292020,2-Story 1946 & Newer,RL,68.0,9505,Pave,NA,2,Lvl,3,CulDSac,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,7,5,1,1,1,884.0,884.0,GasA,9,Y,4,884,2035,0.0,0.0,2,1,3,1,7,8,7,1,7,3,2001.0,3,2.0,434.0,5,5,2,0,0,NA,5,2010,WD ,222500,12.312682380588432,9,3353.0
2632,535478010,Split Foyer,RL,69.0,10205,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,5,5,3,4,1,141.0,925.0,GasA,5,Y,4,999,999,1.0,0.0,1,0,3,1,5,6,7,0,0,5,1962.0,1,1.0,300.0,5,5,2,0,0,NA,5,2006,WD ,134500,11.809319478024031,44,2224.0
1835,533205110,1-Story PUD (Planned Unit Development) - 1946 & Newer,FV,45.0,4379,Pave,NA,2,Lvl,3,FR2,2,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,7,5,PConc,7,5,3,6,1,527.0,1378.0,GasA,9,Y,4,1378,1378,1.0,0.0,2,0,2,1,7,6,7,1,7,5,2004.0,3,2.0,540.0,5,5,2,0,0,NA,7,2007,WD ,214000,12.273731294003989,3,3296.0
2675,903229040,2 Family Conversion-All Styles And Ages,RM,65.0,7800,Pave,NA,3,Lvl,3,Inside,2,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,7,5,2,3,1,286.0,793.0,GasA,5,Y,4,793,1118,1.0,0.0,1,0,3,1,5,5,7,1,7,1,1939.0,1,2.0,410.0,5,5,2,0,3,NA,5,2006,WD ,119900,11.694413341015606,67,2321.0
1503,908201120,Duplex - All Styles And Ages,RL,92.0,12108,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,5,CBlock,5,5,1,5,1,1307.0,1440.0,GasA,5,N,2,1440,1440,0.0,0.0,2,0,4,2,3,8,7,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,NA,9,2008,WD ,118000,11.678439903447801,53,2880.0
1963,535452060,1-Story 1946 & Newer All Styles,RL,70.0,7000,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5,5,CBlock,5,5,1,3,1,422.0,1010.0,GasA,9,Y,4,1134,1134,0.0,0.0,1,0,2,1,5,6,7,0,0,5,1960.0,2,1.0,254.0,5,5,2,0,1,NA,4,2007,WD ,135000,11.813030057420567,47,2398.0
1352,903400180,1-1/2 Story Finished All Ages,RL,64.0,13053,Pave,Pave,3,Bnk,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,5,5,BrkTil,5,5,1,1,1,833.0,833.0,GasA,7,Y,4,1053,1848,0.0,0.0,1,1,4,1,7,8,7,1,7,1,1922.0,1,2.0,370.0,5,5,0,0,0,NA,6,2008,WD ,207000,12.240474072247506,85,3051.0
1519,909175100,1-1/2 Story Finished All Ages,RL,60.0,8400,Pave,NA,3,Bnk,3,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,PConc,5,5,1,3,1,758.0,1181.0,GasA,3,Y,4,1390,1694,0.0,0.0,2,0,4,1,5,7,7,1,7,1,1925.0,1,2.0,576.0,5,5,2,0,0,NA,6,2008,WD ,136500,11.824079893607152,83,3451.0
1305,902205140,1-Story 1946 & Newer All Styles,RM,50.0,6000,Pave,NA,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,5,5,1,1,1,901.0,901.0,GasA,9,Y,4,901,901,0.0,0.0,1,0,2,1,5,4,7,0,0,1,1954.0,1,1.0,281.0,3,5,2,0,0,NA,8,2008,WD ,107900,11.588960151246226,54,2083.0
2014,903231090,1-1/2 Story Finished All Ages,RM,68.0,6240,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,CompShg,VinylSd,VinylSd,None,5,5,BrkTil,5,5,1,2,1,809.0,861.0,GasA,7,Y,4,861,1409,1.0,0.0,1,1,3,1,5,6,7,1,7,1,1968.0,1,2.0,528.0,5,5,2,0,0,NA,3,2007,WD ,126000,11.744037185933616,69,2798.0
1,526301100,1-Story 1946 & Newer All Styles,RL,141.0,31770,Pave,NA,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,5,5,CBlock,5,7,4,4,1,441.0,1080.0,GasA,3,Y,4,1656,1656,1.0,0.0,1,0,3,1,5,7,7,2,7,5,1960.0,3,2.0,528.0,5,5,1,0,0,NA,5,2010,WD ,215000,12.2783933071098,50,3264.0
1052,528102110,2-Story 1946 & Newer,RL,96.0,12474,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,9,5,PConc,9,5,3,6,1,402.0,1682.0,GasA,9,Y,4,1742,2332,1.0,0.0,2,1,3,1,9,9,7,1,9,3,2008.0,3,3.0,846.0,5,5,2,0,0,NA,8,2008,New,426000,12.962194625251508,1,4860.0
622,534478230,1-Story 1946 & Newer All Styles,RL,80.0,9600,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,7,5,CBlock,5,5,1,5,1,506.0,1113.0,GasA,7,Y,4,1113,1113,0.0,0.0,1,0,3,1,7,5,7,1,7,5,1950.0,1,1.0,264.0,5,5,2,0,0,NA,7,2009,WD ,147000,11.898187865760873,59,2490.0
913,909251050,1-Story 1945 & Older,RL,64.0,8574,Pave,NA,3,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,7,5,BrkTil,5,5,1,1,1,816.0,816.0,GasA,9,Y,4,1232,1232,0.0,0.0,1,0,3,1,7,6,7,1,7,1,1916.0,1,2.0,440.0,5,5,2,0,0,NA,10,2009,WD ,147500,11.901583454762012,93,2488.0
1058,528114040,1-Story 1946 & Newer All Styles,RL,104.0,14418,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,9,5,PConc,9,5,4,6,1,575.0,1950.0,GasA,9,Y,4,1950,1950,1.0,0.0,2,0,2,1,9,7,7,1,7,5,2007.0,3,3.0,706.0,5,5,2,0,0,NA,5,2008,WD ,383000,12.855790268162783,1,4606.0
2348,527354040,1-Story 1946 & Newer All Styles,RL,80.0,10400,Pave,NA,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5,5,CBlock,7,5,3,6,1,916.0,1845.0,GasA,7,Y,4,1872,1872,0.0,1.0,2,0,3,1,5,6,7,1,5,5,1988.0,3,2.0,604.0,5,5,2,0,0,NA,6,2006,WD ,241500,12.394624752074764,18,4321.0
1527,909252220,1-1/2 Story Finished All Ages,RL,63.0,15564,Pave,NA,3,Lvl,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,5,5,BrkTil,7,5,1,1,1,676.0,676.0,GasA,9,Y,4,676,1264,0.0,0.0,1,0,3,1,5,6,7,0,0,1,1994.0,1,2.0,400.0,5,5,2,0,0,Shed,1,2008,WD ,147500,11.901583454762012,94,2340.0
1011,527208010,2-Story 1946 & Newer,RL,101.0,13543,Pave,NA,2,HLS,3,Corner,2,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,7,5,PConc,9,5,4,6,1,1152.0,1168.0,GasA,9,Y,4,1168,2500,0.0,0.0,3,1,5,1,9,9,7,1,7,3,2005.0,3,3.0,683.0,5,5,2,0,0,NA,7,2008,WD ,355000,12.779873068457553,3,4351.0
1332,903225050,1-1/2 Story Unfinished All Ages,RM,50.0,6130,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,BrkTil,5,5,1,5,1,0.0,784.0,GasA,7,Y,4,784,784,1.0,0.0,1,0,2,1,7,5,7,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,NA,5,2008,WD ,109500,11.603679828238693,84,1568.0
709,902205010,1-Story 1945 & Older,RM,50.0,5925,Pave,NA,3,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,5,7,BrkTil,0,0,0,0,0,0.0,0.0,GasA,3,N,3,612,612,0.0,0.0,1,0,1,1,5,4,7,0,0,1,1965.0,1,1.0,308.0,5,3,0,0,0,NA,10,2009,WD ,45000,10.714417768752456,69,920.0
209,904100140,2-Story 1945 & Older,RL,68.0,24090,Pave,NA,3,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,5,7,CBlock,5,5,2,1,1,1032.0,1032.0,GasA,9,Y,4,1207,2403,0.0,0.0,2,0,4,1,5,10,7,2,5,5,1940.0,1,1.0,349.0,5,5,2,0,0,NA,6,2010,COD,244400,12.406561506279576,70,3784.0
619,534476150,1-Story 1946 & Newer All Styles,RL,80.0,9600,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,5,5,CBlock,5,5,1,6,1,131.0,1416.0,GasA,5,Y,4,1644,1644,1.0,0.0,1,0,3,1,5,7,7,2,7,5,1953.0,3,2.0,418.0,5,5,2,0,0,NA,10,2009,WD ,167000,12.025749091398891,56,3478.0
2150,907262020,2-Story 1946 & Newer,RL,65.0,8158,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,7,5,PConc,7,5,1,1,1,860.0,860.0,GasA,9,Y,4,860,1729,0.0,0.0,2,1,3,1,7,7,7,0,0,5,2002.0,3,2.0,542.0,5,5,2,0,0,NA,8,2007,WD ,200000,12.206072645530174,5,3131.0
2704,904302020,1-Story 1945 & Older,RL,50.0,5220,Pave,NA,2,Lvl,3,Inside,2,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,5,5,BrkTil,5,5,1,1,1,830.0,830.0,GasA,7,Y,4,879,879,0.0,0.0,1,0,2,1,5,4,7,0,0,1,1936.0,1,1.0,180.0,5,5,1,0,0,NA,1,2006,WD ,80000,11.289781913656018,70,1889.0
2839,908275220,1-Story 1946 & Newer All Styles,RL,60.0,8172,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,5,5,CBlock,5,5,1,3,1,697.0,864.0,GasA,5,Y,4,864,864,1.0,0.0,1,0,2,1,5,5,7,0,0,1,1957.0,1,2.0,572.0,5,5,0,0,0,NA,4,2006,WD ,115000,11.652687407345388,51,2300.0
1242,535178060,1-Story 1946 & Newer All Styles,RL,72.0,9000,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5,5,CBlock,7,5,1,2,1,580.0,1196.0,GasA,7,Y,3,1196,1196,1.0,0.0,1,0,2,1,5,6,7,1,7,5,1956.0,2,1.0,297.0,5,5,2,0,0,NA,5,2008,WD ,139000,11.842229212112828,52,2689.0
2714,905107070,2-Story 1946 & Newer,RL,74.0,7844,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,5,5,CBlock,5,5,1,5,1,463.0,672.0,GasA,5,Y,4,672,1400,0.0,0.0,1,1,3,1,5,6,7,1,5,5,1978.0,3,2.0,440.0,5,5,2,0,0,NA,3,2006,WD ,149500,11.915051671812877,28,2512.0
799,905480210,2-Story 1945 & Older,RL,60.0,9084,Pave,NA,3,Lvl,3,Inside,2,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,5,5,2,1,1,755.0,755.0,GasA,5,Y,4,755,1510,1.0,0.0,1,0,4,1,5,7,7,1,7,1,1940.0,1,1.0,296.0,3,2,1,0,3,NA,10,2009,WD ,108000,11.589886506106357,69,2561.0
1260,535383100,2 Family Conversion-All Styles And Ages,RL,60.0,10800,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,5,5,BrkTil,0,0,0,0,0,0.0,0.0,GasA,5,N,3,694,1294,0.0,0.0,2,0,3,2,5,7,7,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,NA,8,2008,WD ,106250,11.573550086786664,108,1294.0
2107,906380160,1-Story 1946 & Newer All Styles,RL,74.0,8556,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,7,5,PConc,7,5,3,1,1,1240.0,1240.0,GasA,9,Y,4,1240,1240,0.0,0.0,2,0,2,1,7,5,7,0,0,5,2006.0,2,3.0,826.0,5,5,2,0,0,NA,5,2007,WD ,194000,12.175613438045465,1,3306.0
2486,532351060,1-Story 1946 & Newer All Styles,RL,70.0,9100,Pave,NA,3,Lvl,3,Inside,2,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,5,5,CBlock,5,5,1,2,1,952.0,988.0,GasA,9,Y,4,988,988,1.0,0.0,1,0,3,1,5,6,7,0,0,1,1977.0,1,2.0,624.0,5,5,2,0,0,NA,7,2006,WD ,129500,11.771436160121729,44,2600.0
1911,535101150,Duplex - All Styles And Ages,RL,63.0,8668,Pave,NA,3,Lvl,3,Corner,2,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,5,5,1,1,1,1560.0,1560.0,GasA,5,Y,4,1560,1560,0.0,0.0,2,0,4,2,5,8,7,0,0,1,1968.0,1,3.0,792.0,5,5,2,0,0,NA,5,2007,WD ,126000,11.744037185933616,39,3912.0
896,908225290,1-Story 1946 & Newer All Styles,RL,70.0,11767,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,5,5,CBlock,3,5,2,3,1,0.0,1078.0,GasA,5,Y,3,1368,1368,1.0,0.0,1,0,3,1,5,6,6,0,0,5,1950.0,2,1.0,195.0,5,5,2,0,0,Shed,6,2009,WD ,120000,11.695247021764184,59,2641.0
